id,slug,title,image,image_alt,gender,price_15ml,price_30ml,price_50ml,brand,top_notes,heart_notes,base_notes,link,stock_status
147,incandessence,Incandessence,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Avon-Incandessence.jpg,,Qadın,20.00,35.00,55.00,Avon,"orxideya, siklamen, inciçiçəyi","pion, dağlaləsi",orxideya,https://www.etirsah.com/az/product/147,Stokda Var
148,today,Today,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Avon-Today.jpg,,Qadın,15.00,25.00,35.00,Avon,"freziya, kaktus, stefanotis","portağal-çiçəyi, tuberoza, strelitzia, hibiskus, buddleya","ağac-notları, müşk, qızılgül, sidr, su-notları",https://www.etirsah.com/az/product/148,Stokda Var
149,wish-of-love,Wish of Love,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Avon-Wish-of-Love.jpg,,Qadın,15.00,25.00,35.00,Avon,mərcanı,"albalı-çiçəyi, hortenziya, qızılgül",müşk,https://www.etirsah.com/az/product/149,Stokda Var
150,wild-rose,Wild Rose,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Avril-Lavigne-Wild-Rose.jpg,,Qadın,15.00,25.00,35.00,Avril Lavigne,"naringi-mandarin, qreyfrut, gavalı","orxideya, portağal-çiçəyi, frangipani","müşk, şirin-notlar, səndəl",https://www.etirsah.com/az/product/150,Stokda Var
152,chrome-legend,Chrome Legend,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Azzaro-Chrome-Legend.jpg,,Kişi,15.00,25.00,35.00,Azzaro,"qara-çay, yaşıl-alma","acı-portağal, müşk","sidr, tonka-lobyası, vetivera, ənbər",https://www.etirsah.com/az/product/152,Stokda Var
153,chrome-sport,Chrome Sport,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Azzaro-Chrome-Sport.jpg,,Kişi,20.00,35.00,55.00,Azzaro,"acı-portağal, berqamot, limon, qreyfrut","ot, zəncəfil, su-notları","müşk, ənbər, virciniya-sidri",https://www.etirsah.com/az/product/153,Stokda Var
151,chrome-azzaro,Chrome Azzaro,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Azzaro-Chrome.jpg,,Kişi,15.00,25.00,35.00,Azzaro,"ananas, berqamot, limon, neroli, rozmarin","jasmin, keşniş, palıd-mamırı, siklamen","hil, müşk, palıd-mamırı, sidr, səndəl, tonka-lobyası, palisandr-çəhrayı-ağac",https://www.etirsah.com/az/product/151,Stokda Var
154,mademoiselle,Mademoiselle,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Azzaro-Mademoiselle.jpg,,Qadın,15.00,25.00,35.00,Azzaro,"naringi-mandarin-çiçəyi, şaftalı","jasmin, pion, portağal-çiçəyi","ağac-notları, süsən",https://www.etirsah.com/az/product/154,Stokda Var
156,wanted,Wanted,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Azzaro-Wanted.jpg,,Kişi,15.00,25.00,35.00,Azzaro,"lavanda, limon, nanə, zəncəfil","alma, ətirşah, ardıc, qvatemala-hili","tonka-lobyası, vetivera, ənbər-ağacı",https://www.etirsah.com/az/product/156,Stokda Var
182,b9-bond-no-9,B9 Bond No 9,https://www.etirsah.com/storage/photos/shares/etirler_en_son/B9-Bond-No-9.jpg,,Unisex,25.00,45.00,70.00,Bond No.9,"müşk, qardeniya, zəfəran","jasmin, orxideya, sitrus, ənbər","palıd-mamırı, səndəl, vetivera, aqar-ağacı-ud",https://www.etirsah.com/az/product/182,Stokda Var
265,bal-dafrique,Bal d`Afrique,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Bal-d%27Afrique-Byredo.jpg,,Unisex,25.00,45.00,70.00,Byredo,"berqamot, limon, portağal-çiçəyi, gülümbahar, qara-qarağat","bənövşə, jasmin, siklamen","müşk, vetivera, ənbər, virciniya-sidri",https://www.etirsah.com/az/product/265,Stokda Var
169,baldessarini-hugo-boss,Baldessarini Hugo Boss,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Baldessarini-Hugo-Boss-Baldessarini.jpg,,Kişi,15.00,25.00,35.00,Baldessarini,"acı-portağal, nanə, tanqerin","mixək, çobanyastığı","müşk, paçuli, tütün, ənbər, ardıc",https://www.etirsah.com/az/product/169,Stokda Var
88,beloved-man,Beloved Man,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Beloved-Man-Amouage.jpg,,Kişi,25.00,45.00,70.00,Amouage,"hil, istiot, portağal, qreyfrut, elemi","jasmin, süsən-kökü, zəfəran, ətirşah","dəri, müşk, paçuli, sidr, vetivera, qvayak-ağacı",https://www.etirsah.com/az/product/88,Stokda Var
266,bibliotheque,Bibliotheque,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Bibliotheque-Byredo.jpg,,Unisex,20.00,35.00,55.00,Byredo,"şaftalı, gavalı","bənövşə, pion","dəri, müşk, paçuli, vanil",https://www.etirsah.com/az/product/266,Stokda Var
31,black-incense,Black Incense,https://www.etirsah.com/storage/photos/shares/etirler_en_son/black_incense.jpg,,Kişi,25.00,45.00,70.00,Abdul Samad Al Qurashı,"limon, şaftalı","zəfəran, ətirşah","vetivera, praline",https://www.etirsah.com/az/product/31,Stokda Var
68,black-muscs,Black Muscs,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Black_Muscs.jpg,,Unisex,25.00,45.00,70.00,Alexandre.J,"berqamot, limon","bənövşə, paçuli, qızılgül","müşk, ənbər",https://www.etirsah.com/az/product/68,Stokda Var
267,black-saffron,Black Saffron,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Black-Saffron-Byredo.jpg,,Unisex,38.00,70.00,110.00,Byredo,"zəfəran, ardıc-giləmeyvəsi, çin-qreyfrutu","bənövşə, dəri","moruq, vetivera, kaşmeran",https://www.etirsah.com/az/product/267,Stokda Var
268,blanche,Blanche,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Blanche-Byredo.jpg,,Qadın,20.00,35.00,55.00,Byredo,"aldehidlər, çəhrayı-istiot, qızılgül","bənövşə, pion, portağal-çiçəyi","ağac-notları, müşk, səndəl",https://www.etirsah.com/az/product/268,Stokda Var
90,blossom-love,Blossom Love,https://www.etirsah.com/storage/photos/shares/etirler_en_son/BLOSSOM-LOVE.jpg,,Qadın,25.00,45.00,70.00,Amouage,"berqamot, geliotrop","albalı-çiçəyi, ilanq-ilanq, qızılgül, amaretto","tonka-lobyası, vanil, ənbər, zamş",https://www.etirsah.com/az/product/90,Stokda Var
34,blu-mediterraneo-fico-di-amalfi,Blu Mediterraneo - Fico di Amalfi,https://www.etirsah.com/storage/photos/shares/etirler_en_son/blu_mediterraneo.jpg,,Unisex,25.00,45.00,70.00,Acqua Dı Parma,"berqamot, limon, qreyfrut, sitron","çəhrayı-istiot, jasmin, əncir","benzoin, sidr, əncir-ağacı",https://www.etirsah.com/az/product/34,Stokda Var
2112,blue-talisman,Blue Talisman,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Blue-Talisman.jpg,,Unisex,32.00,55.00,90.00,Ex Nihilo,"armud, berqamot, naringi-mandarin, zəncəfil","portağal-çiçəyi, georgywood","müşk, akigalawood, ambrofix",https://www.etirsah.com/az/product/2112,Stokda Var
2458,ignite,Ignite,https://www.etirsah.com/storage/photos/shares/etirler_en_son/BOADICEA-THE-VICTORIOUS---IGNITE-FOR-UNISEX.jpg,,Unisex,25.00,45.00,70.00,Boadicea the Victorious,"albalı, çəhrayı-istiot, laym, şaftalı","bənövşə, qızılgül, ərəb-jasmini, geliotrop","müşk, paçuli, sidr, səndəl, tonka-lobyası, vanil, vetivera, ənbər",https://www.etirsah.com/az/product/2458,Stokda Var
201,body,Body,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Body-Burberry.jpg,,Qadın,20.00,35.00,55.00,Burberry,"freziya, şaftalı, yovşan-artemisia","qızılgül, süsən, səndəl","müşk, vanil, ənbər, kaşmir-ağacı",https://www.etirsah.com/az/product/201,Stokda Var
2126,bombshell-magic,Bombshell Magic,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Bombshell-Magic.jpg,,Qadın,20.00,35.00,55.00,Victoria's Secret,böyürtkən,pion,"paçuli, vanil",https://www.etirsah.com/az/product/2126,Stokda Var
2633,beekman-place,Beekman Place,https://www.etirsah.com/storage/photos/shares/etirler_en_son/BOND-N0.9---BEEKMAN-PLACE-FOR-UNISEX.jpg,,Unisex,32.00,55.00,90.00,Bond No.9,"ananas, armud, berqamot, qara-qarağat","istiot, limon, reyhan, ətirşah, su-notları, nəm-ağac","dəri, müşk, paçuli, palıd-mamırı, səndəl, tonka-lobyası, ənbər",https://www.etirsah.com/az/product/2633,Stokda Var
202,bottega-veneta,Bottega Veneta,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Bottega-Veneta-Bottega-Veneta.jpg,,Qadın,20.00,35.00,55.00,Bottega Veneta,"berqamot, çəhrayı-istiot",jasmin,"dəri, paçuli, palıd-mamırı",https://www.etirsah.com/az/product/202,Stokda Var
203,pour-homme-essence-aromatique,Pour Homme Essence Aromatique,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Bottega-Veneta-Pour-Homme-Essence-Aromatique-Bottega-Veneta.jpg,,Kişi,20.00,35.00,55.00,Bottega Veneta,"berqamot, sitrus","sibir-şamı, paçuli-yarpağı",sidr,https://www.etirsah.com/az/product/203,Stokda Var
205,quatre,Quatre,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Boucheron-Quatre-Boucheron.jpg,,Qadın,20.00,35.00,55.00,Boucheron,"limon, portağal, qreyfrut, tanqerin","alma, qızılgül, şaftalı, yasəmən, çiyələk","ağ-müşk, karamel, sidr, vanil, kaşmeran",https://www.etirsah.com/az/product/205,Stokda Var
270,brioni-2021,Brioni 2021,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Brioni-Eau-de-Parfum-Brioni.jpg,,Kişi,25.00,45.00,70.00,Brioni,"çəhrayı-istiot, ozon-notları, yaşıl-alma","ambroksan, bənövşə","müşk, sidr, tonka-lobyası",https://www.etirsah.com/az/product/270,Stokda Var
269,brioni-2021,Brioni 2021,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Brioni-Eau-de-Parfum-Brioni.jpg,,Kişi,32.00,55.00,90.00,Brioni,"ozon-notları, yaşıl-alma, çəhrayı-oleandr","ambroksan, bənövşə","müşk, sidr, tonka-lobyası",https://www.etirsah.com/az/product/269,Stokda Var
2564,goddess,Goddess,https://www.etirsah.com/storage/photos/shares/etirler_en_son/BURBERRY---GODDESS-FOR-WOMEN.jpg,,Qadın,25.00,45.00,70.00,Burberry,"lavanda, vanil, zəncəfil, kakao",vanilla-caviar,vanilla-absolute,https://www.etirsah.com/az/product/2564,Stokda Var
207,brit-rhythm,Brit Rhythm,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Burberry-Brit-Rhythm-Burberry.jpg,,Kişi,15.00,25.00,35.00,Burberry,"hil, minaçiçəyi-verbena, reyhan, ardıc-giləmeyvəsi","dəri, paçuli, stiraks","sidr, tonka-lobyası, büxur-ladan",https://www.etirsah.com/az/product/207,Stokda Var
208,burberry,Burberry,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Burberry-For-Men-Eau-de-Toilette.jpg,,Kişi,15.00,25.00,35.00,Burberry,"berqamot, kəklikotu, lavanda, nanə","palıd-mamırı, sidr, səndəl, yasəmən, ətirşah","müşk, vanil, ənbər",https://www.etirsah.com/az/product/208,Stokda Var
209,burberry-her,Burberry Her,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Burberry-Her-Burberry.jpg,,Qadın,20.00,35.00,55.00,Burberry,"böyürtkən, limon, moruq, naringi-mandarin, qara-qarağat, çiyələk","bənövşə, jasmin","ağac-notları, müşk, paçuli, palıd-mamırı, vanil, ənbər",https://www.etirsah.com/az/product/209,Stokda Var
210,amber-heath,Amber Heath,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Burberry-Signatures-Amber-Heath-Eau-de-Parfum.jpg,,Unisex,20.00,35.00,55.00,Burberry,"paçuli, vanil, boz-ənbər","benzoin, labdanum","tonka-lobyası, peru-balzamı, tolu-balzamı",https://www.etirsah.com/az/product/210,Stokda Var
211,burberry,Burberry,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Burberry-Women-Burberry.jpg,,Qadın,15.00,25.00,35.00,Burberry,"armud, şaftalı, ərik, yaşıl-alma, qara-qarağat","səndəl, yasəmən, mamır","müşk, sidr, vanil",https://www.etirsah.com/az/product/211,Stokda Var
2613,sahare,Sahare,https://www.etirsah.com/storage/photos/shares/etirler_en_son/BVLGARI---SAHARE-FOR-UNISEX.jpg,,Unisex,50.00,95.00,150.00,Bvlgari,"berqamot, limon","qara-istiot, taif-qızılgülü","boz-ənbər, mirra",https://www.etirsah.com/az/product/2613,Stokda Var
228,bvlgari-man-extreme,Bvlgari Man Extreme,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Bvlgari-Man-Extreme-Bvlgari.jpg,,Kişi,15.00,25.00,35.00,Bvlgari,"berqamot, qreyfrut, kaktus-suyu","freziya, ənbər, qvatemala-hili","ağac-notları, benzoin, vetivera",https://www.etirsah.com/az/product/228,Stokda Var
229,bvlgari-man-in-black,Bvlgari Man In Black,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Bvlgari-Man-In-Black-Bvlgari.jpg,,Kişi,20.00,35.00,55.00,Bvlgari,"rom, tütün, ədviyyatlar","dəri, süsən, tuberoza","benzoin, tonka-lobyası, quayak-ağacı",https://www.etirsah.com/az/product/229,Stokda Var
230,bvlgari-man-terrae-essence,Bvlgari Man Terrae Essence,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Bvlgari-Man-Terrae-Essence-Bvlgari.jpg,,Kişi,25.00,45.00,70.00,Bvlgari,"kalamondin, sitron","süsən-kökü, vetivera","stiraks, torpaq",https://www.etirsah.com/az/product/230,Stokda Var
231,bvlgari-man-wood-essence,Bvlgari Man Wood Essence,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Bvlgari-Man-Wood-Essence-Bvlgari.jpg,,Kişi,20.00,35.00,55.00,Bvlgari,"keşniş, şəkərli-meyvələr, limon-qabığı","sidr, vetivera, sərv",benzoin,https://www.etirsah.com/az/product/231,Stokda Var
232,bvlgari-pour-femme,Bvlgari Pour Femme,https://www.etirsah.com/storage/photos/shares/etirler_en_son/Bvlgari-Pour-Femme-Bvlgari.jpg,,Qadın,15.00,25.00,35.00,Bvlgari,"berqamot, bənövşə, keşniş, moruq, portağal-çiçəyi, şaftalı, qərənfil, siçuan-çin-istiotu","bolqar-qızılgülü, süsən, süsən-kökü, geliotrop, misir-jasmini, inciçiçəyi","ağac-notları, benzoin, müşk, sidr, səndəl, vanil, yaşıl-çay, ənbər, stiraks",https://www.etirsah.com/az/product/232,Stokda Var
411,1881-cerruti,1881 Cerruti,https://www.etirsah.com/storage/photos/shares/etirler_en_son/C%20brendleri/1881-Cerruti.jpg,,Qadın,20.00,35.00,55.00,Cerruti,"berqamot, bənövşə, freziya, jasmin, mimoza, qızılgül, süsən, zanbaq, inciçiçəyi","jasmin, nərgiz, portağal-çiçəyi, süsən, tuberoza, ətirşah, qalbanum, çobanyastığı, palisandr-çəhrayı-ağac","müşk, sidr, səndəl, vanil, ənbər",https://www.etirsah.com/az/product/411,Stokda Var
351,212-for-women,212  for women,https://www.etirsah.com/storage/photos/shares/etirler_en_son/C%20brendleri/212-Carolina-Herrera.jpg,,Qadın,15.00,25.00,35.00,C.Herrera,"berqamot, naringi-mandarin, portağal-çiçəyi, kaktus-çiçəyi","freziya, jasmin, pion, qardeniya, qızılgül, zanbaq, inciçiçəyi","müşk, səndəl",https://www.etirsah.com/az/product/351,Stokda Var
352,212-men,212 Men,https://www.etirsah.com/storage/photos/shares/etirler_en_son/C%20brendleri/212-Men-Carolina-Herrera.jpg,,Kişi,15.00,25.00,35.00,C.Herrera,"berqamot, hind-ədviyyatları, lavanda, qreyfrut, yaşıl-notlar, petitgreyn-sitrus-yarpağı","bənövşə, qardeniya, sürvə, zəncəfil","labdanum, müşk, səndəl, vetivera, aqar-ağacı-ud, büxur-ladan",https://www.etirsah.com/az/product/352,Stokda Var
354,212-vip,212 VIP,https://www.etirsah.com/storage/photos/shares/etirler_en_son/C%20brendleri/212-VIP-Carolina-Herrera.jpg,,Qadın,15.00,25.00,35.00,C.Herrera,"rom, marakuyya","müşk, qardeniya","tonka-lobyası, vanil",https://www.etirsah.com/az/product/354,Stokda Var
357,212-vip-men,212 VIP Men,https://www.etirsah.com/storage/photos/shares/etirler_en_son/C%20brendleri/212-VIP-Men-Carolina-Herrera.jpg,,Kişi,15.00,25.00,35.00,C.Herrera,"istiot, laym, zəncəfil, marakuyya","nanə, ədviyyatlar, araq, cin-içki","ağac-notları, dəri, ənbər",https://www.etirsah.com/az/product/357,Stokda Var
359,212-vip-wild-party,212 VIP Wild Party,https://www.etirsah.com/storage/photos/shares/etirler_en_son/C%20brendleri/212-VIP-Men-Wild-Party-Carolina-Herrera.jpg,,Kişi,20.00,35.00,55.00,C.Herrera,"laym, qara-istiot, kürü",bənövşə-yarpağı,ağac-notları,https://www.etirsah.com/az/product/359,Stokda Var
358,212-vip-rose,212 VIP Rose,https://www.etirsah.com/storage/photos/shares/etirler_en_son/C%20brendleri/212-VIP-Rose-Carolina-Herrera-.jpg,,Qadın,20.00,35.00,55.00,C.Herrera,"çəhrayı-istiot, şampan","qızılgül, şaftalı-çiçəyi","ağ-müşk, ağac-notları",https://www.etirsah.com/az/product/358,Stokda Var
360,212-vip-rose-red,212 VIP Rose Red,https://www.etirsah.com/storage/photos/shares/etirler_en_son/C%20brendleri/212-VIP-Rose-Red-Carolina-Herrera.jpg,,Qadın,20.00,35.00,55.00,C.Herrera,"moruq, likör, pomidor","bolqar-qızılgülü, ədviyyatlar, tiramisu","ağac-notları, müşk, paçuli",https://www.etirsah.com/az/product/360,Stokda Var
361,212-vip-wild-party,212 VIP Wild Party,https://www.etirsah.com/storage/photos/shares/etirler_en_son/C%20brendleri/212-VIP-Wild-Party-Carolina-Herrera.jpg,,Qadın,20.00,35.00,55.00,C.Herrera,"ananas, qreyfrut","orxideya, portağal-çiçəyi, qızılgül","ağac-notları, müşk",https://www.etirsah.com/az/product/361,Stokda Var
371,amor-amor,Amor Amor,https://www.etirsah.com/storage/photos/shares/etirler_en_son/C%20brendleri/Amor-Amor-Cacharel.jpg,,Qadın,15.00,25.00,35.00,Cacharel,"berqamot, naringi-mandarin, portağal, qara-qarağat-yarpağı, qreyfrut, qara-qarağat","jasmin, qızılgül, zanbaq, ərik, inciçiçəyi","müşk, tonka-lobyası, vanil, ənbər, virciniya-sidri",https://www.etirsah.com/az/product/371,Stokda Var
363,bad-boy,Bad Boy,https://www.etirsah.com/storage/photos/shares/etirler_en_son/C%20brendleri/Bad-Boy-Carolina-Herrera.jpg,,Kişi,20.00,35.00,55.00,C.Herrera,"berqamot, çəhrayı-istiot, ağ-istiot","müşk-sürvəsi-adaçayı, sidr","tonka-lobyası, kakao",https://www.etirsah.com/az/product/363,Stokda Var
362,bad-boy-cobalt-parfum-electrique,Bad Boy Cobalt Parfum Electrique,https://www.etirsah.com/storage/photos/shares/etirler_en_son/C%20brendleri/Bad-Boy-Cobalt-Parfum-Electrique-Carolina-Herrera.jpg,,Kişi,20.00,35.00,55.00,C.Herrera,"çəhrayı-istiot, lavanda","ətirşah, gavalı","palıd, sidr, trüfel-trüf-göbeleyi, vetivera",https://www.etirsah.com/az/product/362,Stokda Var
364,call-me-darling,Call Me Darling,https://www.etirsah.com/storage/photos/shares/etirler_en_son/C%20brendleri/Call-Me-Darling-Carolina-Herrera.jpg,,Qadın,25.00,45.00,70.00,C.Herrera,albalılı-süd,portağal-çiçəyi,tonka-lobyası,https://www.etirsah.com/az/product/364,Stokda Var
365,defy,Defy,https://www.etirsah.com/storage/photos/shares/etirler_en_son/C%20brendleri/Calvin-Klein-Defy-Eau-de-Toilette.jpg,,Kişi,20.00,35.00,55.00,Calvin Klein,"berqamot, lavanda",vetivera,ənbər,https://www.etirsah.com/az/product/365,Stokda Var
391,canali-dal-1934,Canali dal 1934,https://www.etirsah.com/storage/photos/shares/etirler_en_son/C%20brendleri/Canali-dal-1934-Canali.jpg,,Kişi,25.00,45.00,70.00,Canali,"acı-portağal, ananas, çəhrayı-istiot, qara-qarağat, qvatemala-hili","dəri, sidr, zəfəran","labdanum, müşk, boz-ənbər",https://www.etirsah.com/az/product/391,Stokda Var
394,carat,Carat,https://www.etirsah.com/storage/photos/shares/etirler_en_son/C%20brendleri/Carat-Cartier.jpg,,Qadın,20.00,35.00,55.00,Cartier,"armud, berqamot, yaşıl-notlar","bənövşə, ilanq-ilanq, lalə-xaşxaş, nərgiz, zanbaq","ağ-müşk, mimoza",https://www.etirsah.com/az/product/394,Stokda Var
366,ch-sublime,CH Sublime,https://www.etirsah.com/storage/photos/shares/etirler_en_son/C%20brendleri/CH-Eau-De-Parfum-Sublime-Carolina-Herrera.jpg,,Qadın,15.00,25.00,35.00,C.Herrera,"berqamot, qonaqotu","orxideya, qızılgül","dəri, paçuli, ənbər, mamır",https://www.etirsah.com/az/product/366,Stokda Var
393,ch-men-hot-hot-hot,CH Men Hot! Hot! Hot!,https://www.etirsah.com/storage/photos/shares/etirler_en_son/C%20brendleri/CH-Men-Hot-Hot-Hot-Carolina-Herrera.jpg,,Kişi,25.00,45.00,70.00,C.Herrera,"bənövşə-yarpağı, qreyfrut, rəvənd","tütəkotu, siçuan-çin-istiotu","dəri, səndəl, vetivera",https://www.etirsah.com/az/product/393,Stokda Var
368,chic,Chic,https://www.etirsah.com/storage/photos/shares/etirler_en_son/C%20brendleri/Chic-For-Men-Carolina-Herrera.jpg,,Kişi,20.00,35.00,55.00,C.Herrera,"berqamot, hil, limon, naringi-mandarin, qarpız","darçın, istiot","müşk, sidr, səndəl, tonka-lobyası, ənbər",https://www.etirsah.com/az/product/368,Stokda Var
369,ck-one-gold,CK One Gold,https://www.etirsah.com/storage/photos/shares/etirler_en_son/C%20brendleri/CK-One-Gold-Calvin-Klein.jpg,,Unisex,15.00,25.00,35.00,Calvin Klein,"berqamot, müşk-sürvəsi-adaçayı, əncir","bənövşə, jasmin, neroli","paçuli, vetivera, quayak-ağacı",https://www.etirsah.com/az/product/369,Stokda Var
470,clinique-happy,Clinique Happy,https://www.etirsah.com/storage/photos/shares/etirler_en_son/C%20brendleri/CLINIQUE---CLINIQUE-HAPPY-FOR-MEN.jpg,,Kişi,15.00,25.00,35.00,Clinique,"dəniz-suyu, laym, limon, naringi-mandarin, yaşıl-notlar","freziya, jasmin, qızılgül, inciçiçəyi","müşk, sidr, quayak-ağacı, sərv",https://www.etirsah.com/az/product/470,Stokda Var
